¼øÀ§,¼±¼ö¸í,ÆÀ¸í,WAR,°æ±â,Å¸¼®,Å¸¼ö,µæÁ¡,¾ÈÅ¸,2·çÅ¸,3·çÅ¸,È¨·±,·çÅ¸,Å¸Á¡,µµ·ç,µµ·ç½ÇÆÐ,º¼³Ý,»ç±¸,°íÀÇ»ç±¸,»ïÁø,º´»ìÅ¸,Èñ»ýÅ¸,Èñ»ýÇÃ¶óÀÌ,Å¸À²,Ãâ·çÀ²,ÀåÅ¸À²,OPS,wOBA,wRC+,WAR2,WPA,¿¬µµ
13,Á¤±Ù¿ì,15ÇÑ2B,4.91,126,552,468,99,148,30,2,12,218,66,21,6,61,8,1,66,14,13,2,0.316,0.403,0.466,0.868,0.384,119.2,4.91,4.05,2015
14,¸¶¸£Å×,15k3B,4.83,115,487,425,85,148,32,1,20,242,89,0,0,51,2,7,60,19,0,8,0.348,0.414,0.569,0.983,0.424,149.0,4.83,3.2,2015
15,¾ÆµÎÄ¡,15·ÔCF,4.71,132,594,526,105,165,34,5,28,293,106,24,10,55,8,8,118,9,1,4,0.314,0.385,0.557,0.942,0.405,135.2,4.71,5.41,2015
16,¹Ú°æ¼ö,15k2B,4.57,137,537,440,75,125,30,1,22,223,73,6,4,74,13,1,115,8,6,4,0.284,0.399,0.507,0.906,0.397,131.0,4.57,1.12,2015
17,¿ÀÁöÈ¯,15LSS,4.44,138,566,497,76,138,41,4,11,220,56,25,10,59,4,1,121,2,3,3,0.278,0.357,0.443,0.8,0.357,110.3,4.44,2.4,2015
18,¹Ú¹Î¿ì,15N2B,4.42,141,617,520,111,158,31,6,3,210,47,46,16,73,14,0,108,4,3,7,0.304,0.399,0.404,0.803,0.371,116.8,4.42,1.48,2015
19,±èÅÂ±Õ,15ÇÑ1B,4.17,133,524,408,61,129,28,0,21,220,104,3,1,98,12,12,80,19,1,5,0.316,0.457,0.539,0.996,0.436,153.7,4.17,5.83,2015
20,ÃÖÇü¿ì,15»ïLF,4.13,144,637,547,94,174,33,1,33,308,123,2,5,73,9,7,101,13,0,8,0.318,0.402,0.563,0.965,0.416,143.3,4.13,3.48,2015
21,È²Àç±Õ,15·Ô3B,4.01,144,596,534,95,155,41,2,26,278,97,11,10,48,4,1,122,14,4,6,0.29,0.35,0.521,0.87,0.375,115.4,4.01,1.43,2015
22,¹Ú¿ëÅÃ,15LLF,3.85,128,533,487,66,159,28,2,18,245,83,11,4,34,4,1,73,12,1,7,0.326,0.37,0.503,0.873,0.384,131.3,3.85,1.35,2015
23,¼Õ¾Æ¼·,15·ÔRF,3.8,116,517,445,86,141,28,1,13,210,54,11,6,68,1,3,96,6,0,3,0.317,0.406,0.472,0.878,0.395,131.1,3.8,1.87,2015
24,±èÀçÈ£,15µÎSS,3.64,133,488,410,63,126,24,3,3,165,50,7,2,54,3,0,42,18,14,7,0.307,0.386,0.402,0.789,0.354,105.3,3.64,-0.4,2015
25,¹ÚÇØ¹Î,15»ïCF,3.52,144,608,525,96,154,22,7,0,190,47,60,8,56,2,1,126,8,23,2,0.293,0.362,0.362,0.724,0.326,85.2,3.52,1.65,2015
26,Á¤ÈÆ,15·Ô2B,3.41,135,562,486,85,146,27,2,9,204,62,16,6,52,14,2,102,14,7,3,0.3,0.382,0.42,0.802,0.363,110.1,3.41,-0.65,2015
27,ÀÌ¹üÈ£,15K3B,3.34,138,514,437,60,118,25,0,28,227,79,3,4,57,16,1,91,16,0,4,0.27,0.372,0.519,0.891,0.389,125.2,3.34,2.74,2015
28,ÃÖÁ¤,15S3B,3.23,81,330,275,43,81,17,0,17,149,58,5,2,46,5,2,78,6,1,3,0.295,0.401,0.542,0.943,0.41,143.2,3.23,1.39,2015
29,ÀÌ½Â¿±,15»ïDH,3.14,122,522,470,87,156,28,1,26,264,90,2,1,40,6,2,71,10,0,6,0.332,0.387,0.562,0.949,0.412,140.4,3.14,2.52,2015
30,ÃÖÁØ¼®,15·ÔDH,3.04,144,618,507,78,155,18,1,31,268,109,0,0,108,1,4,134,17,1,1,0.306,0.428,0.529,0.957,0.422,148.0,3.04,4.56,2015
1,ÃÖÇü¿ì,16»ïLF,7.75,138,618,519,99,195,46,2,31,338,144,2,2,83,9,8,83,12,0,7,0.376,0.464,0.651,1.116,0.48,177.8,7.75,5.5,2016
2,Å×ÀÓÁî,16N1B,5.97,123,529,436,118,140,30,3,40,296,121,13,4,74,12,6,103,2,0,7,0.321,0.427,0.679,1.106,0.463,170.5,5.97,5.57,2016
3,ÃÖÁ¤,16S3B,5.82,141,606,500,106,144,24,1,40,290,106,1,2,77,23,2,126,6,0,6,0.288,0.403,0.58,0.983,0.425,140.7,5.82,3.24,2016
4,±èÀçÈ¯,16µÎLF,5.75,134,568,492,107,160,32,3,37,309,124,8,2,71,0,3,107,9,0,5,0.325,0.407,0.628,1.035,0.442,162.7,5.75,5.71,2016
5,È²Àç±Õ,16·Ô3B,5.55,127,559,498,97,167,26,5,27,284,113,25,10,49,4,5,66,10,0,8,0.335,0.394,0.57,0.964,0.417,137.3,5.55,4.03,2016
6,±èÅÂ±Õ,16ÇÑDH,5.5,144,652,529,94,193,39,0,23,301,136,1,0,108,9,10,97,11,0,6,0.365,0.476,0.569,1.045,0.463,165.5,5.5,7.37,2016
7,¼Õ¾Æ¼·,16·ÔRF,5.3,144,672,575,118,186,33,1,16,269,81,42,4,92,3,1,104,4,0,2,0.323,0.418,0.468,0.886,0.406,131.0,5.3,6.03,2016
8,°­¹ÎÈ£,16·ÔC,5.0,116,460,381,65,123,26,0,20,209,72,4,0,66,10,4,91,7,0,3,0.323,0.433,0.549,0.981,0.434,147.7,5.0,5.06,2016
9,È÷¸Þ³×½º,16L3B,4.85,135,579,523,101,161,36,0,26,275,102,18,9,39,10,2,67,8,1,6,0.308,0.363,0.526,0.889,0.388,126.8,4.85,2.54,2016
10,¾çÀÇÁö,16µÎC,4.81,108,392,332,66,106,17,0,22,189,66,2,0,40,12,1,29,20,1,7,0.319,0.404,0.569,0.973,0.422,149.6,4.81,1.96,2016
11,¹Ú¼®¹Î,16N3B,4.78,126,506,427,77,131,20,0,32,247,104,2,0,56,16,2,95,18,2,4,0.307,0.404,0.578,0.982,0.424,144.1,4.78,2.16,2016
12,¹Ú°Ç¿ì,16µÎRF,4.51,132,540,484,95,162,36,4,20,266,83,17,6,38,9,0,86,9,4,5,0.335,0.39,0.55,0.94,0.411,137.7,4.51,2.99,2016
13,¼­°ÇÃ¢,16³Ø2B,4.46,140,646,560,111,182,30,7,7,247,63,26,13,69,10,2,58,6,3,4,0.325,0.406,0.441,0.847,0.389,116.6,4.46,4.17,2016
14,³ª¼º¹ü,16NRF,4.42,144,653,572,116,177,37,2,22,284,113,7,4,67,9,2,136,4,1,4,0.309,0.388,0.497,0.885,0.395,125.9,4.42,1.93,2016
15,Á¤±Ù¿ì,16ÇÑ2B,4.37,138,650,575,121,178,31,2,18,267,88,22,6,60,9,2,58,14,1,5,0.31,0.381,0.464,0.845,0.381,112.5,4.37,3.71,2016
16,ÀÌ¹üÈ£,16K3B,4.36,138,560,484,93,150,23,0,33,272,108,1,1,60,9,7,57,15,0,7,0.31,0.391,0.562,0.953,0.411,132.9,4.36,3.95,2016
17,ÀÌ¿ë±Ô,16ÇÑCF,4.31,113,530,452,98,159,20,4,3,196,41,21,11,63,7,1,29,7,7,1,0.352,0.438,0.434,0.872,0.404,128.1,4.31,3.44,2016
18,¹Îº´Çå,16µÎRF,4.24,134,579,511,98,166,31,4,16,253,87,9,2,48,15,1,91,18,1,4,0.325,0.396,0.495,0.891,0.4,129.5,4.24,2.84,2016
19,¿ÀÁöÈ¯,16LSS,4.16,121,472,393,73,110,14,5,20,194,78,17,9,65,7,0,97,7,2,5,0.28,0.387,0.494,0.881,0.391,126.6,4.16,1.98,2016
20,±èÁÖÂù,16KLF,4.12,130,555,511,97,177,37,3,23,289,101,9,7,30,7,1,68,13,1,6,0.346,0.386,0.566,0.952,0.415,135.8,4.12,3.62,2016
21,¹Ú¹Î¿ì,16N2B,4.09,121,515,435,84,149,16,6,3,186,55,20,6,55,8,1,70,9,10,7,0.343,0.42,0.428,0.847,0.387,122.1,4.09,2.5,2016
22,¹Ú°æ¼ö,16k2B,4.04,121,476,402,64,126,22,1,20,210,80,3,1,65,5,2,80,9,0,4,0.313,0.412,0.522,0.934,0.415,135.0,4.04,2.22,2016
23,¿ÀÀçÀÏ,16µÎ1B,4.03,105,455,380,69,120,20,2,27,225,92,1,0,64,2,2,73,5,2,7,0.316,0.411,0.592,1.003,0.43,154.4,4.03,4.67,2016
24,±¸ÀÚ¿í,16»ï1B,3.96,108,495,428,105,147,19,13,14,234,77,10,5,55,5,1,68,4,2,5,0.343,0.42,0.547,0.967,0.427,142.5,3.96,4.99,2016
25,³ªÁö¿Ï,16KDH,3.94,118,486,380,84,117,21,2,25,217,90,6,3,85,17,1,90,8,0,4,0.308,0.451,0.571,1.022,0.45,158.0,3.94,3.83,2016
26,±èÇÏ¼º,16³ØSS,3.81,144,599,526,92,148,29,7,20,251,84,28,15,60,6,2,80,7,2,5,0.281,0.359,0.477,0.836,0.37,104.8,3.81,1.12,2016
27,¿¡¹Ý½º,16µÎDH,3.76,118,481,400,69,123,31,0,24,226,81,0,0,69,5,0,90,10,0,7,0.308,0.41,0.565,0.975,0.425,150.6,3.76,3.29,2016
28,±è¹Î¼º,16³Ø3B,3.37,141,579,510,76,156,39,5,17,256,90,6,3,53,3,3,89,15,1,12,0.306,0.367,0.502,0.869,0.38,111.6,3.37,1.81,2016
29,À¯ÇÑÁØ,16kRF,3.29,110,460,408,70,137,22,0,14,201,64,4,1,47,2,1,40,10,0,3,0.336,0.404,0.493,0.897,0.405,128.6,3.29,3.42,2016
30,±èÀçÈ£,16µÎSS,3.24,137,496,416,69,129,27,3,7,183,78,8,4,57,5,1,52,8,5,13,0.31,0.389,0.44,0.829,0.374,110.5,3.24,2.4,2016
1,±èÀçÈ¯,17µÎLF,7.46,144,636,544,110,185,34,2,35,328,115,4,1,81,7,10,123,8,0,4,0.34,0.429,0.603,1.032,0.44,170.9,7.46,7.45,2017
2,¹Ú°Ç¿ì,17µÎCF,7.01,131,543,483,91,177,40,2,20,281,78,20,3,41,10,2,64,15,5,4,0.366,0.424,0.582,1.006,0.433,163.8,7.01,2.76,2017
3,ÃÖÇü¿ì,17KLF,6.66,142,629,514,98,176,36,3,26,296,120,0,1,96,11,8,82,15,0,8,0.342,0.45,0.576,1.026,0.442,163.5,6.66,5.45,2017
4,ÃÖÁ¤,17S3B,6.56,130,527,430,89,136,18,1,46,294,113,1,5,70,19,10,107,8,0,8,0.316,0.427,0.684,1.111,0.456,167.6,6.56,5.0,2017
5,³ª¼º¹ü,17NRF,5.78,125,561,498,103,173,42,2,24,291,99,17,7,48,12,10,116,8,0,3,0.347,0.415,0.584,1.0,0.428,154.3,5.78,4.64,2017
6,¼Õ¾Æ¼·,17·ÔRF,5.73,144,667,576,113,193,35,4,20,296,80,25,8,83,4,8,96,7,1,3,0.335,0.42,0.514,0.934,0.41,140.0,5.73,4.79,2017
7,·Î»ç¸®¿À,17ÇÑ1B,5.2,119,510,445,100,151,30,1,37,294,111,10,5,50,10,4,61,12,0,5,0.339,0.414,0.661,1.074,0.45,165.3,5.2,3.91,2017
8,¹ö³ªµð³ª,17KCF,5.12,139,621,557,118,178,26,8,27,301,111,32,7,41,11,2,112,9,3,9,0.32,0.372,0.54,0.913,0.39,128.4,5.12,3.83,2017
9,±è¼±ºó,17KSS,4.96,137,529,476,84,176,34,1,5,227,64,4,4,39,5,4,40,10,5,4,0.37,0.42,0.477,0.897,0.399,134.0,4.96,1.92,2017
10,±¸ÀÚ¿í,17»ïRF,4.96,144,647,564,108,175,39,10,21,297,107,10,4,63,10,1,138,1,0,10,0.31,0.383,0.527,0.91,0.394,130.6,4.96,3.11,2017
11,±èÇÏ¼º,17³ØSS,4.91,141,601,526,90,159,36,3,23,270,114,16,8,58,8,2,65,8,2,7,0.302,0.376,0.513,0.889,0.385,125.4,4.91,3.21,2017
12,¹Ú¹Î¿ì,17N2B,4.71,106,452,388,84,141,25,4,3,183,47,11,1,46,11,0,51,8,3,4,0.363,0.441,0.472,0.913,0.412,145.5,4.71,4.03,2017
13,¾ÈÄ¡È«,17K2B,4.39,132,545,487,95,154,29,2,21,250,93,7,0,43,4,1,70,19,6,5,0.316,0.373,0.513,0.886,0.382,123.0,4.39,3.8,2017
14,½ºÅ©·°½º,17N1B,4.26,115,518,437,91,131,24,0,35,260,111,4,0,65,12,2,134,9,0,4,0.3,0.402,0.595,0.997,0.423,150.2,4.26,4.78,2017
15,¼­°ÇÃ¢,17³Ø2B,4.2,139,615,539,87,179,28,3,6,231,76,15,6,67,1,1,68,11,2,6,0.332,0.403,0.429,0.832,0.378,118.2,4.2,3.38,2017
16,·¯ÇÁ,17»ï1B,3.92,134,591,515,90,162,38,0,31,293,124,2,2,60,12,4,107,14,0,4,0.315,0.396,0.569,0.965,0.414,142.6,3.92,4.11,2017
17,¿ÀÀçÀÏ,17µÎ1B,3.88,128,466,412,62,126,27,0,26,231,89,1,1,45,5,0,80,5,1,3,0.306,0.379,0.561,0.939,0.403,146.4,3.88,2.67,2017
18,ÇÑÀ¯¼¶,17SRF,3.73,103,414,350,64,103,21,2,29,215,73,2,2,46,15,2,79,8,0,3,0.294,0.396,0.614,1.01,0.426,149.7,3.73,2.95,2017
19,¹Ú¿ëÅÃ,17LLF,3.73,138,596,509,83,175,23,2,14,244,90,4,2,72,6,6,88,13,0,9,0.344,0.425,0.479,0.904,0.402,140.1,3.73,5.62,2017
20,ÀÌ´ëÈ£,17·Ô1B,3.67,142,608,540,73,173,13,0,34,288,111,1,1,50,15,8,84,22,0,3,0.32,0.391,0.533,0.925,0.4,132.4,3.67,4.25,2017
21,ÀÌÁ¤ÈÄ,17³ØCF,3.66,144,622,552,111,179,29,8,2,230,47,12,4,60,6,2,67,9,2,2,0.324,0.395,0.417,0.812,0.37,112.0,3.66,1.35,2017
22,³ªÁö¿Ï,17KDH,3.53,137,551,459,85,138,20,3,27,245,94,1,1,62,23,0,105,10,0,7,0.301,0.405,0.534,0.939,0.409,140.8,3.53,3.0,2017
23,°­¹ÎÈ£,17·ÔC,3.51,130,515,456,62,130,22,1,22,220,68,0,2,41,15,6,104,15,0,3,0.285,0.361,0.482,0.844,0.367,110.8,3.51,0.96,2017
24,¹Îº´Çå,17µÎRF,3.36,123,520,447,73,136,21,0,14,199,71,3,4,47,19,2,74,14,1,6,0.304,0.389,0.445,0.834,0.374,122.8,3.36,0.9,2017
25,ÀüÁØ¿ì,17·ÔCF,3.35,110,496,455,76,146,27,1,18,229,69,2,4,30,7,2,70,11,2,2,0.321,0.37,0.503,0.874,0.381,120.4,3.35,2.4,2017
26,¿¡¹Ý½º,17µÎDH,3.2,138,581,514,82,152,19,0,27,252,90,2,0,61,3,0,114,15,0,3,0.296,0.372,0.49,0.862,0.379,128.7,3.2,3.05,2017
27,Á¤±Ù¿ì,17ÇÑ2B,3.08,105,442,391,73,129,22,0,11,184,46,6,6,32,10,3,48,12,5,3,0.33,0.392,0.471,0.863,0.379,120.1,3.08,1.72,2017
28,¾çÀÇÁö,17µÎC,3.03,111,406,347,47,96,15,0,14,153,67,1,1,43,12,1,53,17,1,3,0.277,0.373,0.441,0.814,0.364,116.8,3.03,0.77,2017
29,ÀÌ¹üÈ£,17K3B,3.0,115,447,382,57,104,14,0,25,193,89,0,0,52,7,3,81,9,0,6,0.272,0.365,0.505,0.87,0.375,118.1,3.0,2.29,2017
30,¼Û±¤¹Î,17ÇÑ3B,2.71,117,473,437,71,143,26,0,13,208,75,2,3,21,3,1,88,11,4,8,0.327,0.356,0.476,0.832,0.362,108.7,2.71,0.9,2017
1,±èÀçÈ¯,18µÎLF,6.94,139,602,527,104,176,36,1,44,346,133,2,0,59,9,4,134,6,0,7,0.334,0.405,0.657,1.062,0.438,168.8,6.94,5.8,2018
2,¹Úº´È£,18³Ø1B,6.62,113,488,400,88,138,20,0,43,287,112,0,1,68,17,10,114,9,0,3,0.345,0.457,0.718,1.175,0.478,190.9,6.62,6.44,2018
3,¾çÀÇÁö,18µÎC,6.42,133,503,439,84,157,29,1,23,257,77,6,0,45,13,6,40,13,0,6,0.358,0.427,0.585,1.013,0.431,160.5,6.42,3.91,2018
4,ÀüÁØ¿ì,18·ÔLF,5.67,144,614,556,118,190,36,2,33,329,90,7,7,48,7,1,82,12,1,2,0.342,0.4,0.592,0.991,0.421,146.3,5.67,5.45,2018
5,·ÎÇÏ½º,18KCF,5.66,144,645,564,114,172,30,1,43,333,114,18,13,71,7,4,142,10,1,2,0.305,0.388,0.59,0.979,0.41,138.5,5.66,5.41,2018
6,¼Õ¾Æ¼·,18·ÔRF,5.3,141,625,553,109,182,32,5,26,302,93,20,3,68,2,1,99,15,1,1,0.329,0.404,0.546,0.95,0.409,138.6,5.3,4.35,2018
7,·¯ÇÁ,18»ï1B,5.28,137,597,506,97,167,32,4,33,306,125,5,3,65,18,0,107,17,0,8,0.33,0.419,0.605,1.024,0.432,152.9,5.28,5.89,2018
8,¾ÈÄ¡È«,18K2B,4.98,130,549,494,88,169,38,1,23,278,118,5,1,36,10,1,57,13,0,9,0.342,0.392,0.563,0.954,0.407,140.3,4.98,4.06,2018
9,ÃÖÇü¿ì,18KLF,4.94,143,609,528,92,179,34,1,25,290,103,3,0,66,7,7,87,17,0,8,0.339,0.414,0.549,0.963,0.411,143.4,4.94,5.7,2018
10,±èÇö¼ö,18LLF,4.79,117,511,453,95,164,39,2,20,267,101,1,3,47,1,6,61,9,0,10,0.362,0.415,0.589,1.004,0.424,155.2,4.79,4.23,2018
11,·Î¸Æ,18S1B,4.78,141,616,528,102,167,19,0,43,315,107,10,5,72,10,0,123,7,0,6,0.316,0.404,0.597,1.001,0.422,144.1,4.78,3.95,2018
12,Ã¤Àº¼º,18LRF,4.73,139,578,529,78,175,36,2,25,290,119,3,1,35,9,1,97,12,0,5,0.331,0.379,0.548,0.927,0.396,137.5,4.73,3.44,2018
13,ÃÖÁÖÈ¯,18µÎDH,4.66,138,590,519,87,173,39,6,26,302,108,1,0,51,10,1,89,5,0,10,0.333,0.397,0.582,0.979,0.413,148.6,4.66,3.9,2018
14,¹ö³ªµð³ª,18KCF,4.55,131,590,513,106,159,25,3,20,250,70,32,13,63,10,3,103,9,3,1,0.31,0.395,0.487,0.883,0.385,125.4,4.55,3.55,2018
15,³ª¼º¹ü,18NRF,4.51,144,620,556,110,177,36,3,23,288,91,15,2,44,15,4,131,11,0,5,0.318,0.381,0.518,0.899,0.387,126.6,4.51,4.73,2018
16,ÀÌÀç¿ø,18SC,4.21,130,471,407,63,134,24,0,17,209,57,0,0,43,12,0,65,13,4,5,0.329,0.405,0.514,0.918,0.397,130.6,4.21,2.1,2018
17,±¸ÀÚ¿í,18»ïRF,3.91,116,529,478,100,159,26,5,20,255,84,10,0,43,5,2,110,4,1,2,0.333,0.392,0.533,0.926,0.398,131.9,3.91,4.23,2018
18,ÀÌ´ëÈ£,18·ÔDH,3.84,144,604,543,81,181,30,0,37,322,125,0,1,43,14,7,75,18,0,4,0.333,0.394,0.593,0.987,0.415,142.3,3.84,4.34,2018
19,±èÀçÈ£,18µÎSS,3.79,131,467,402,78,125,20,0,16,193,75,6,2,52,4,1,77,12,3,6,0.311,0.39,0.48,0.87,0.379,124.5,3.79,1.69,2018
20,ÀÌÁ¤ÈÄ,18³ØRF,3.75,109,520,459,81,163,34,2,6,219,57,11,4,42,8,3,58,5,3,8,0.355,0.412,0.477,0.889,0.391,127.4,3.75,2.9,2018
21,È£À×,18ÇÑRF,3.72,142,590,529,85,162,47,2,30,303,110,23,9,51,5,10,93,5,0,5,0.306,0.37,0.573,0.942,0.391,124.8,3.72,4.72,2018
22,À¯°­³²,18LC,3.68,132,465,425,53,126,33,0,19,216,66,0,0,28,9,1,80,21,2,1,0.296,0.352,0.508,0.86,0.368,118.7,3.68,-0.62,2018
23,±èÇÏ¼º,18³ØSS,3.56,129,576,511,95,147,27,4,20,242,84,8,2,54,5,2,81,16,1,5,0.288,0.358,0.474,0.832,0.36,108.5,3.56,1.01,2018
24,Çã°æ¹Î,18µÎ3B,3.56,133,577,516,85,167,30,5,10,237,79,20,4,32,16,0,52,15,5,8,0.324,0.376,0.459,0.835,0.366,113.4,3.56,1.89,2018
25,ÇÑÀ¯¼¶,18SRF,3.53,136,562,486,97,138,31,0,41,292,115,4,2,52,16,3,124,10,0,8,0.284,0.367,0.601,0.967,0.399,129.8,3.53,4.03,2018
26,ÃÖÁ¤,18S3B,3.52,115,489,406,95,99,16,1,35,222,74,9,2,58,23,2,129,10,0,2,0.244,0.368,0.547,0.915,0.385,120.3,3.52,2.5,2018
27,À¯ÇÑÁØ,18KRF,3.48,121,480,428,59,145,21,1,20,228,83,1,1,47,2,3,53,9,2,1,0.339,0.406,0.533,0.939,0.404,134.5,3.48,2.84,2018
28,¹Ú°Ç¿ì,18µÎCF,3.42,125,529,488,79,159,24,6,12,231,84,7,3,28,10,1,65,14,1,2,0.326,0.373,0.473,0.847,0.371,117.5,3.42,3.97,2018
29,È²Àç±Õ,18K3B,3.4,142,588,530,76,157,41,3,25,279,88,14,7,49,4,1,120,5,2,3,0.296,0.358,0.526,0.885,0.376,115.5,3.4,1.96,2018
30,ÀÌ¿ø¼®,18»ï3B,3.35,128,543,479,74,144,30,1,20,236,93,2,1,52,7,1,103,10,0,5,0.301,0.374,0.493,0.867,0.376,116.9,3.35,3.82,2018
1,±èÇÏ¼º,19Å°SS,7.17,139,625,540,112,166,38,2,19,265,104,33,4,70,7,4,80,12,1,7,0.307,0.389,0.491,0.88,0.397,145.7,7.17,4.52,2019
2,¾çÀÇÁö,19NC,6.69,118,459,390,61,138,26,0,20,224,68,4,3,48,15,4,43,13,0,6,0.354,0.438,0.574,1.012,0.452,179.8,6.69,1.88,2019
3,ÃÖÁ¤,19S3B,6.32,141,606,503,86,147,27,0,29,261,99,3,2,69,26,6,92,4,0,8,0.292,0.399,0.519,0.918,0.411,148.9,6.32,3.85,2019
4,»÷Áî,19Å°RF,6.16,139,613,525,100,160,39,1,28,285,113,1,2,77,6,1,101,17,0,5,0.305,0.396,0.543,0.939,0.421,163.0,6.16,3.45,2019
5,·ÎÇÏ½º,19KCF,5.49,142,576,520,68,167,29,3,24,274,104,4,4,48,3,5,120,4,0,5,0.321,0.379,0.527,0.905,0.405,151.3,5.49,1.2,2019
6,¹Úº´È£,19Å°1B,5.46,122,532,432,92,121,22,0,33,242,98,0,1,78,13,5,117,7,0,9,0.28,0.399,0.56,0.959,0.422,165.8,5.46,2.21,2019
7,Æä¸£³­µ¥½º,19µÎDH,5.1,144,645,572,87,197,34,0,15,276,88,1,2,61,6,4,54,16,0,6,0.344,0.409,0.483,0.892,0.408,154.7,5.1,3.32,2019
8,ÀÌÁ¤ÈÄ,19Å°LF,4.88,140,630,574,91,193,31,10,6,262,68,13,7,45,4,0,40,15,3,4,0.336,0.386,0.456,0.842,0.386,135.1,4.88,1.39,2019
9,°­¹éÈ£,19KRF,4.74,117,504,437,72,147,29,1,13,217,65,9,5,61,2,4,87,11,0,4,0.336,0.417,0.497,0.913,0.415,157.4,4.74,3.83,2019
10,¹Ú¹Î¿ì,19N2B,4.72,125,526,468,89,161,23,8,1,203,45,18,7,41,9,1,40,10,2,6,0.344,0.403,0.434,0.836,0.387,135.8,4.72,1.68,2019
11,¹Ú°Ç¿ì,19µÎRF,4.68,127,537,458,83,146,27,5,10,213,64,12,3,60,7,0,57,23,1,11,0.319,0.397,0.465,0.863,0.394,144.3,4.68,0.91,2019
12,ÀüÁØ¿ì,19·ÔLF,4.24,141,606,545,85,164,30,1,22,262,83,8,2,46,7,2,71,19,1,7,0.301,0.359,0.481,0.839,0.379,130.6,4.24,0.53,2019
13,·¯ÇÁ,19»ï1B,4.18,133,568,472,80,138,35,2,22,243,101,6,3,80,7,6,87,18,0,9,0.292,0.396,0.515,0.911,0.406,145.8,4.18,1.3,2019
14,ÃÖÇü¿ì,19KDH,4.16,136,555,456,65,137,31,1,17,221,86,0,1,85,7,6,77,13,0,7,0.3,0.413,0.485,0.897,0.406,150.3,4.16,3.05,2019
15,¿ÀÀçÀÏ,19µÎ1B,4.14,130,529,467,76,137,29,1,21,231,102,2,1,55,3,1,99,5,0,4,0.293,0.369,0.495,0.863,0.39,145.1,4.14,4.6,2019
16,È²Àç±Õ,19K3B,4.05,124,506,447,78,127,16,3,20,209,67,10,7,52,2,2,70,10,0,5,0.284,0.358,0.468,0.825,0.373,130.2,4.05,2.18,2019
17,·Î¸Æ,19S1B,4.02,137,589,504,86,139,28,1,29,256,95,6,3,73,6,3,117,11,0,6,0.276,0.37,0.508,0.878,0.393,136.7,4.02,1.09,2019
18,ÀÌÃµ¿õ,19LCF,3.98,138,613,546,88,168,24,3,2,204,48,21,10,57,5,1,82,13,4,1,0.308,0.378,0.374,0.751,0.353,114.3,3.98,2.02,2019
19,±èÇö¼ö,19LLF,3.57,140,595,526,75,160,37,0,11,230,82,3,1,54,6,9,52,11,0,9,0.304,0.37,0.437,0.807,0.366,125.8,3.57,3.29,2019
20,ÃÖÀçÈÆ,19ÇÑC,3.55,135,451,373,47,108,18,0,3,135,31,3,10,56,14,0,61,9,4,4,0.29,0.398,0.362,0.76,0.362,122.0,3.55,-0.01,2019
21,¹Îº´Çå,19·ÔCF,3.53,101,420,369,52,112,24,2,9,167,43,13,6,42,5,0,55,9,1,3,0.304,0.38,0.453,0.832,0.382,133.4,3.53,0.1,2019
22,±èÀçÈ¯,19µÎLF,3.52,136,573,494,76,140,20,5,15,215,91,3,1,63,5,5,113,7,0,11,0.283,0.363,0.435,0.798,0.362,123.5,3.52,2.53,2019
23,È£À×,19ÇÑRF,3.51,124,525,476,74,135,26,2,18,219,73,22,7,38,5,5,90,6,1,5,0.284,0.34,0.46,0.8,0.359,120.9,3.51,1.69,2019
24,À¯ÇÑÁØ,19KDH,3.46,139,562,501,61,159,19,1,14,222,86,3,0,52,4,1,61,20,0,5,0.317,0.383,0.443,0.826,0.381,133.6,3.46,4.09,2019
25,¿ÀÁöÈ¯,19LSS,3.37,134,547,473,63,119,23,5,9,179,53,27,5,57,7,1,113,7,7,3,0.252,0.339,0.378,0.717,0.33,100.8,3.37,0.85,2019
26,À¯°­³²,19LC,3.35,132,468,418,44,113,22,0,16,183,49,0,0,30,13,2,82,21,1,6,0.27,0.334,0.438,0.772,0.35,117.0,3.35,-0.0,2019
27,¹Ú¼®¹Î,19N3B,3.31,112,444,360,49,96,17,1,19,172,74,1,2,65,12,2,69,17,4,3,0.267,0.393,0.478,0.871,0.393,139.3,3.31,1.42,2019
28,ÅÍÄ¿,19KRF,3.25,95,399,357,50,111,33,0,9,171,50,0,0,38,3,0,44,12,0,1,0.311,0.381,0.479,0.86,0.393,141.4,3.25,0.56,2019
29,Ã¤Àº¼º,19LRF,3.16,128,513,469,59,148,18,1,12,204,72,2,2,24,12,1,66,9,0,8,0.316,0.359,0.435,0.794,0.364,124.5,3.16,-0.31,2019
30,¹Ú¼¼Çõ,19µÎC,3.06,137,505,441,58,123,19,9,4,172,63,8,2,41,7,1,68,5,10,6,0.279,0.346,0.39,0.736,0.334,101.3,3.06,1.02,2019
1,·ÎÇÏ½º,20KRF,7.76,142,628,550,116,192,39,1,47,374,135,0,1,65,5,5,132,11,0,8,0.349,0.417,0.68,1.097,0.467,180.5,7.76,7.29,2020
2,±èÇÏ¼º,20Å°SS,6.83,138,622,533,111,163,24,1,30,279,109,23,2,75,8,3,68,12,3,3,0.306,0.397,0.523,0.921,0.407,147.0,6.83,4.22,2020
